Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Actual,108810
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Budget,110211
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Original Budget,110211
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Actual,4615429
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Budget,2000000
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Original Budget,2000000
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Actual,7960079
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Budget,7563176
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Original Budget,7563176
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Actual,120660
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Budget,134000
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Original Budget,134000
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Actual,4268810
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Budget,4178152
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Original Budget,4178152
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Actual,14295256
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Budget,17144792
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Original Budget,17144792
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Actual,1618379
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Budget,2054676
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Original Budget,2054676
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Actual,8484429
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Budget,8222440
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Original Budget,8222440
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Operations,Actual,2889684
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Operations,Budget,1930000
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Operations,Original Budget,1930000
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Payroll,Actual,18415154
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Payroll,Budget,18639744
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Payroll,Original Budget,18639744
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Operations,Actual,1395019
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Operations,Budget,1780000
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Operations,Original Budget,1780000
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Actual,6555755
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Budget,4876184
2019,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Original Budget,4876184
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Geology and Mines,Mines and Minerals,Operations,Actual,125184
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Geology and Mines,Mines and Minerals,Operations,Budget,195000
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Geology and Mines,Mines and Minerals,Operations,Original Budget,195000
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Operations,Actual,4392783
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Operations,Budget,3000000
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Operations,Original Budget,3000000
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Payroll,Actual,15428767
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Payroll,Budget,17600168
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Payroll,Original Budget,17600168
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Actual,155791
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Budget,159706
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Original Budget,159706
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Actual,73538058
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Budget,37596631
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Budget Supplementary,21900000
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Original Budget,37596631
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Actual,58945482
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Budget,85196464
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Original Budget,85196464
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Actual,3129132
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Budget,3600000
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Original Budget,3600000
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Actual,13199216
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Budget,10238528
2019,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Original Budget,10238528
2019,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Actual,2915380
2019,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Budget,4022562
2019,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Original Budget,4022562
2019,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Actual,13862472
2019,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Budget,12004776
2019,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Original Budget,12004776
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Actual,2791024
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Budget,11002324
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Original Budget,11002324
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Actual,58619096
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Budget,76573425
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Original Budget,76573425
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Actual,45331919
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Budget,50440321
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Original Budget,50440321
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Actual,28956517
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Budget,29687132
2019,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Original Budget,29687132
2019,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Actual,54265909
2019,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Budget,57143136
2019,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Original Budget,57143136
2019,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Actual,27800189
2019,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Budget,33474802
2019,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Original Budget,33474802
2019,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Actual,127298137
2019,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Budget,112244482
